objectid,title,format,object_template,object_download,image_small,image_thumb,catalog number,site,unit/quad,area,ctx,sub ctx,mat class 1,mat type 1,mat class 2,mat type 2,object name,object description,manufacture 1,manufacture 2,item count,portion represented,associated with cat no.,surface feature,plastics_plastic color 1,plastics_plastic color 2,ceramic_paste color,ceramic_glaze,ceramic_decoration 1,ceramic_decor 1 description,ceramic_decor 1 color,ceramic_decoration 2,ceramic_decor 2 description,ceramic_decor 2 color,ceramic_decoration 3,ceramic_decor 3 description,ceramic_decor 3 color,glass_glass color,glass_container shape,glass_finish description 1,glass_finish description 2,glass_base description 1,glass_base description 2,glass_shoulder description,glass_neck description,glass_decoration 1 glass,glass_decoration 2 glass,maker mark,maker,maker location,product,product manufacturer,product manufacturer location,thickness/gauge (cm),length/height (cm),metal_nail d size,width (cm),rim diameter (cm),base diameter (cm),date start,date end,comments,most representative photo,faunal_animal class,faunal_species,faunal_body part,faunal_element category,faunal_element,faunal_tooth listing,faunal_side,faunal_bone modification,faunal_butchering marks,faunal_quantity
MHS_173,[MHS_173] CORKSCREW STYLE CORK STOPPER OPENER - RIM (1),image/jpg,image,,,,173,MHS,22,DOWNHILL,11,,METAL,BRASS,,IRON,OPENER,CORKSCREW STYLE CORK STOPPER OPENER,MACHINE MADE,,1,RIM,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,3,,,,,,,,,,,,,,,
MHS_174,[MHS_174]  - SHAFT (1),image/jpg,image,,,,174,MHS,22,DOWNHILL,6,,METAL,IRON,,,METAL UNIDENTIFIED,,MACHINE MADE,,1,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,
MHS_175,[MHS_175] BONE ANIMAL UNWORKED - UNKNOWN (2),image/jpg,image,,,,175,MHS,13,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,2,UNKNOWN,,SUN FADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,AMERICAN CROW,AXIAL,BIRD-SPECIFIC,SYNASACRUM,,N/A,N/A,,1
MHS_176,[MHS_176] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,176,MHS,13,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,AMERICAN CROW,AXIAL,OTHER,CAUDAL VERTEBRAE,,N/A,N/A,,2
MHS_177,[MHS_177] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,177,MHS,2,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,AXIAL,OTHER,UNIDENTIFIED,,UNKNOWN,SUN-WEATHERED,POSSIBLE BUTCHER,2
MHS_178,[MHS_178] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,178,MHS,6,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,AXIAL,OTHER,RIB,,UNKNOWN,BUTCHER,CHOP,1
MHS_179,[MHS_179] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,179,MHS,9,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,OTHER,FEMUR,,LEFT,SUN-WEATHERED,,1
MHS_180,[MHS_180] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,180,MHS,9,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,OTHER,HUMERUS,,RIGHT,SUN-WEATHERED,,1
MHS_181,[MHS_181] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,181,MHS,9,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,AMERICAN CROW,AXIAL,OTHER,CAUDAL VERTEBRAE,,N/A,SUN-WEATHERED,,1
MHS_182,[MHS_182] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,182,MHS,11,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,AXIAL,OTHER,UNIDENTIFIED VERTEBRAE,,N/A,SUN-WEATHERED,,1
MHS_183,[MHS_183] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,183,MHS,12,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED ,,UNKNOWN,,,1
MHS_184,[MHS_184] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,184,MHS,13,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,OTHER,HUMERUS,,LEFT,SUN-WEATHERED,,1
MHS_185,[MHS_185] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,185,MHS,13,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,OTHER,HUMERUS,,RIGHT,SUN-WEATHERED,,1
MHS_186,[MHS_186] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,186,MHS,13,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,OTHER,HUMERUS,,RIGHT,SUN-WEATHERED,,1
MHS_187,[MHS_187] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,187,MHS,13,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,AXIAL,OTHER,UNKNOWN,,UNKNOWN,SUN-WEATHERED,,1
MHS_188,[MHS_188] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,188,MHS,UNIT 1,,1,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,AXIAL,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_189,[MHS_189] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,189,MHS,UNIT 1,,1,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,AXIAL,OTHER,VERTEBRAE,,UNKNOWN,,,1
MHS_190,[MHS_190] BONE ANIMAL WORKED -  (),image/jpg,image,,,,190,MHS,UNIT 1,,1,,ORGANIC,BONE,,,BONE,BONE ANIMAL WORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,1
MHS_191,[MHS_191] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,191,MHS,UNIT 1,,2,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,CANCELLEOUS BONE,,UNKNOWN,,,13
MHS_192,[MHS_192] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,192,MHS,UNIT 1,,2,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,AXIAL,OTHER,SCAPULA (?),,LEFT,,,1
MHS_193,[MHS_193] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,193,MHS,UNIT 10,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,AXIAL,OTHER,FEMUR,,UNKNOWN,,ROUND CHOP,1
MHS_194,[MHS_194]  -  (),image/jpg,image,,,,194,MHS,UNIT 1,,2,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_195,[MHS_195] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,195,MHS,UNIT 2,,4,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_196,[MHS_196] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,196,MHS,UNIT 2,,4,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_197,[MHS_197] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,197,MHS,UNIT 12,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,1
MHS_198,[MHS_198] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,198,MHS,UNIT 12,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_199,[MHS_199] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,199,MHS,UNIT 12,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,SUN-WEATHERED,,1
MHS_200,[MHS_200] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,200,MHS,UNIT 10,,2,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,UNKNOWN,SUN-WEATHERED,,1
MHS_201,[MHS_201] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,201,MHS,UNIT 10,,2,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,SUN-WEATHERED,,1
MHS_202,[MHS_202] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,202,MHS,UNIT 10,,2,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_203,[MHS_203] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,203,MHS,UNIT 13,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_204,[MHS_204] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,204,MHS,UNIT 13,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,2
MHS_205,[MHS_205] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,205,MHS,UNIT 13,,6,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,AXIAL,OTHER,RIB,,UNKNOWN,,CHOP,1
MHS_206,[MHS_206] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,206,MHS,UNIT 13,,6,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,,,3
MHS_207,[MHS_207] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,207,MHS,UNIT 13,,6,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,SUN-WEATHERED,,1
MHS_208,[MHS_208] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,208,MHS,UNIT 13,,6,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,UNKNOWN,,UNKNOWN,,,1
MHS_209,[MHS_209] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,209,MHS,UNIT 13,,6,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",PIG,LIMB,OTHER,PHALLANGE,,LEFT,,,1
MHS_210,[MHS_210] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,210,MHS,UNIT 13,,7,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,UNKNOWN,SUN-WEATHERED,,1
MHS_211,[MHS_211] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,211,MHS,UNIT 13,,7,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,BIRD-SPECIFIC,TIBIOTARSUS,,RIGHT,,,1
MHS_212,[MHS_212] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,212,MHS,UNIT 13,,7,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,AXIAL,OTHER,PELVIS,,UNKNOWN,,,1
MHS_213,[MHS_213] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,213,MHS,UNIT 13,,7,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,1
MHS_214,[MHS_214] SHEET METAL - UNKNOWN (20),image/jpg,image,,,,214,MHS,22,DOWNHILL,11,,METAL,IRON,,,SHEET METAL,SHEET METAL,SHEET,,20,UNKNOWN,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_215,[MHS_215] CAN - UNKNOWN (9),image/jpg,image,,,,215,MHS,22,DOWNHILL,11,,METAL,IRON,,,SHEET METAL,CAN,CAN SANITARY,,9,UNKNOWN,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL CHEWED UP PIECES SO HARD TO TELL WHAT PORTION IS REPRESENTED,,,,,,,,,,,
MHS_216,[MHS_216] BARBED WIRE - BODY (2),image/jpg,image,,,,216,MHS,22,DOWNHILL,11,,METAL,IRON,,,WIRE,BARBED WIRE,WIRE DRAWN,,2,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,MISSING BARBS,,,,,,,,,,,
MHS_217,[MHS_217] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,217,MHS,UNIT 20,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,LIMB,OTHER,UNIDENTIED EPIPHYSIS,,UNKNOWN,,,1
MHS_218,[MHS_218] WIRE - WHOLE/ENTIRE/COMPLETE (2),image/jpg,image,,,,218,MHS,22,DOWNHILL,11,,METAL,IRON,,,WIRE,WIRE,WIRE DRAWN,,2,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
MHS_219,[MHS_219]  -  (),image/jpg,image,,,,219,MHS,UNIT 13,,7,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,N/A,,,1
MHS_220,[MHS_220]  -  (),image/jpg,image,,,,220,MHS,UNIT 13,,10,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,NA,,,1
MHS_221,[MHS_221] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,221,MHS,UNIT 22,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,N/A,BURNT WHITE,,11
MHS_222,[MHS_222] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,222,MHS,UNIT 22,,,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,"MAMMAL, SMALL",LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,BURNT BLACK,,1
MHS_223,[MHS_223]  -  (),image/jpg,image,,,,223,MHS,UNIT 22,,,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,N/A,,,4
MHS_224,[MHS_224] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,224,MHS,UNIT 22,,NORTHERN STP,0-10 CM,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,N/A,BURNT WHITE,,3
MHS_225,[MHS_225] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,225,MHS,UNIT 22,,NORTHERN STP,21-30 CM,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,1
MHS_226,[MHS_226]  -  (),image/jpg,image,,,,226,MHS,UNIT 22,,NORTHERN STP,21-30 CM,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,N/A,,,1
MHS_227,[MHS_227] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,227,MHS,UNIT 22,,NORTHERN STP,31-40 CM,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,STAINED GREEN,,1
MHS_228,[MHS_228] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,228,MHS,UNIT 22,,NORTHERN STP,31-40 CM,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,PHALLANGE,,UNKNOWN,,,1
MHS_229,[MHS_229] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,229,MHS,UNIT 22,,WALL/FLOOR CLEAN,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,3
MHS_230,[MHS_230]  -  (),image/jpg,image,,,,230,MHS,UNIT 22,,WALL/FLOOR CLEAN,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,N/A,,,1
MHS_231,[MHS_231] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,231,MHS,UNIT 22,,2,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,5
MHS_232,[MHS_232] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,232,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE,,14
MHS_233,[MHS_233] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,233,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,BURNT WHITE AND BLACK,,1
MHS_234,[MHS_234] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,234,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,8
MHS_235,[MHS_235] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,235,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,UNKNOWN,,,4
MHS_236,[MHS_236] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,236,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,UNKNOWN,,,2
MHS_237,[MHS_237] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,237,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,AXIAL,OTHER,CAUDAL VERTEBRAE,,N/A,,,1
MHS_238,[MHS_238] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,238,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,OTHER,HUMERUS,,RIGHT,,,1
MHS_239,[MHS_239] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,239,MHS,UNIT 22,,5,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,RIGHT,,,1
MHS_240,[MHS_240] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,240,MHS,UNIT 22,,6,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,UNKNOWN,,,2
MHS_241,[MHS_241]  -  (),image/jpg,image,,,,241,MHS,UNIT 22,,6,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,UNKNOWN,,,21
MHS_242,[MHS_242] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,242,MHS,UNIT 22,,6,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,3
